enrollee_id,city,city_development_index,experience,training_hours,target,cdi_round,training_ten_hours,gender_original,relevent_experience_original,enrolled_university_original,education_level_original,major_discipline_original,experience_group_original,company_size_original,company_type_original,last_new_job_original,Female,Male,Gender_other,Gender_no_info,Experience_in_data_science,No_experience_in_data_science,Full_time_course,Part_time_course,No_course,Graduate,High_School,Masters,Phd,Primary_School,Major_in_Arts,Major_in_Business_Degree,Major_in_Humanities,No_Major,Major_in_Other,Major_in_STEM,Major_no_info,Work_experience_11_to_15_y,Work_experience_16_to_20_y,Work_experience_5_to_10_y,Work_experience_up_to_5_y,Work_experience_more_than_20_y,Company_size_10_to_49,Company_size_100_to_500,Company_size_1000_to_4999,Company_size_more_than_10000,Company_size_50_to_99,Company_size_500_to_999,Company_size_5000_to_9999,Company_size_up_to_10,Company_size_no_info,Currently_in_Early_Stage_Startup,Currently_in_Funded_Startup,Currently_in_NGO,Currently_in_other_company_type,Currently_in_Public_Sector,Currently_in_Pvt_Ltd,Company_type_no_info,1_year_between_previous_and_current_job,2_years_between_previous_and_current_job,3_years_between_previous_and_current_job,4_years_between_previous_and_current_job,More_than_4_years_between_previous_and_current_job,Last_new_job_never,cdi_split,city_split,experience_split_20,experience_split_5,relevant_experience_split,last_new_job_split,company_type_split,enrolled_university_split,education_level_split_g,education_level_split_h,company_size_split
13281,103,0.92,9,144,0.0,0.9,120,Male,No relevent experience,no_enrollment,High School,no info,5-10,no info,no info,never,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,1,1
22572,76,0.698,4,138,1.0,0.7,120,no info,No relevent experience,no_enrollment,Graduate,STEM,<5,10000+,Pvt Ltd,1,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,1,1,1,0,0
21003,73,0.754,6,23,0.0,0.8,0,Female,No relevent experience,no_enrollment,Graduate,STEM,5-10,10000+,Pvt Ltd,2,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0
10915,102,0.804,17,91,0.0,0.8,80,Female,Has relevent experience,no_enrollment,Phd,STEM,16-20,no info,no info,2,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
9886,104,0.924,15,58,0.0,0.9,40,Male,Has relevent experience,no_enrollment,Primary School,no info,11-15,100-500,Pvt Ltd,2,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
23300,160,0.92,3,123,0.0,0.9,120,no info,No relevent experience,Full time course,Graduate,STEM,<5,10/49,Funded Startup,1,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0
26029,160,0.92,15,112,1.0,0.9,80,Male,Has relevent experience,no_enrollment,Graduate,STEM,11-15,no info,no info,2,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1
16394,21,0.624,2,48,0.0,0.6,40,no info,No relevent experience,no_enrollment,Graduate,STEM,<5,10000+,Pvt Ltd,2,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,1,1,0,1,1,1,0,0
8631,45,0.89,5,14,0.0,0.9,0,Male,Has relevent experience,Part time course,Graduate,STEM,5-10,no info,no info,1,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
33035,103,0.92,15,57,0.0,0.9,40,Male,Has relevent experience,Part time course,Masters,STEM,11-15,1000-4999,Pvt Ltd,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
9961,103,0.92,>20,13,0.0,0.9,0,Male,Has relevent experience,no_enrollment,Graduate,Other,>20,50-99,Pvt Ltd,>4,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,1,0,0
14197,136,0.897,7,24,0.0,0.9,0,Male,No relevent experience,no_enrollment,Masters,STEM,5-10,10/49,Early Stage Startup,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
12766,103,0.92,>20,136,0.0,0.9,120,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,10000+,NGO,3,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0
11165,23,0.899,20,30,0.0,0.9,0,Male,Has relevent experience,no_enrollment,Graduate,STEM,16-20,5000-9999,Pvt Ltd,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
33211,103,0.92,>20,10,0.0,0.9,0,Male,Has relevent experience,no_enrollment,Masters,Arts,>20,100-500,Pvt Ltd,>4,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0
28716,93,0.865,14,140,0.0,0.9,120,Male,Has relevent experience,no_enrollment,Graduate,STEM,11-15,50-99,Funded Startup,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
33310,21,0.624,3,47,0.0,0.6,40,Male,Has relevent experience,no_enrollment,Graduate,STEM,<5,10000+,Pvt Ltd,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,1,0,0,1,1,1,0,0
28266,21,0.624,7,220,1.0,0.6,200,Male,Has relevent experience,no_enrollment,Graduate,STEM,5-10,100-500,Early Stage Startup,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0
10953,160,0.92,>20,10,0.0,0.9,0,Female,Has relevent experience,no_enrollment,High School,no info,>20,<10,Pvt Ltd,>4,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,1,0
7181,103,0.92,1,48,1.0,0.9,40,Female,No relevent experience,no_enrollment,Graduate,Arts,<5,no info,no info,1,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,1
23638,11,0.55,3,161,0.0,0.6,160,no info,Has relevent experience,no_enrollment,Graduate,STEM,<5,no info,no info,1,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,1
11653,45,0.89,>20,61,0.0,0.9,40,no info,Has relevent experience,no_enrollment,Graduate,STEM,>20,10/49,Pvt Ltd,1,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0
3049,67,0.855,12,47,0.0,0.9,40,Male,Has relevent experience,no_enrollment,Graduate,STEM,11-15,1000-4999,Pvt Ltd,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
20024,16,0.91,>20,52,0.0,0.9,40,Male,Has relevent experience,Full time course,Graduate,STEM,>20,10/49,Pvt Ltd,>4,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0
19453,77,0.83,9,66,0.0,0.8,40,Male,Has relevent experience,no_enrollment,Masters,STEM,5-10,50-99,Pvt Ltd,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
10528,149,0.6890000000000001,2,39,0.0,0.7,0,Male,No relevent experience,Full time course,Graduate,STEM,<5,100-500,no info,1,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0
4415,103,0.92,10,52,0.0,0.9,40,Male,Has relevent experience,no_enrollment,Graduate,STEM,5-10,10000+,Pvt Ltd,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
16746,103,0.92,3,111,0.0,0.9,80,Male,No relevent experience,no_enrollment,Primary School,no info,<5,no info,no info,never,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,1,0,1,0,0,1
33143,103,0.92,1,95,1.0,0.9,80,Male,No relevent experience,Full time course,Graduate,No Major,<5,1000-4999,NGO,1,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0
25799,160,0.92,1,112,0.0,0.9,80,Male,No relevent experience,Full time course,Graduate,STEM,<5,no info,no info,never,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,1,0,0,1,0,1
22521,50,0.8959999999999999,16,244,0.0,0.9,240,Male,Has relevent experience,no_enrollment,Graduate,STEM,16-20,no info,no info,4,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1
21065,50,0.8959999999999999,4,168,0.0,0.9,160,Male,No relevent experience,Full time course,High School,no info,<5,no info,no info,never,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,1,1
13545,16,0.91,>20,124,0.0,0.9,120,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,5000-9999,Pvt Ltd,>4,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0
3913,103,0.92,20,43,0.0,0.9,40,Male,Has relevent experience,no_enrollment,Graduate,STEM,16-20,50-99,Funded Startup,4,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0
25599,21,0.624,10,14,0.0,0.6,0,Male,Has relevent experience,no_enrollment,Masters,STEM,5-10,10000+,Pvt Ltd,never,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,1,1,1,0,0,0
3726,136,0.897,>20,254,0.0,0.9,240,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,10/49,Pvt Ltd,>4,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0
18196,75,0.939,>20,320,0.0,0.9,320,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,50-99,Pvt Ltd,4,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,1,0,0
30411,114,0.926,>20,32,0.0,0.9,0,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,10000+,Pvt Ltd,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0
7685,103,0.92,>20,98,0.0,0.9,80,Female,Has relevent experience,no_enrollment,Graduate,STEM,>20,10000+,Pvt Ltd,1,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0
5865,102,0.804,>20,2,0.0,0.8,0,no info,Has relevent experience,no_enrollment,Masters,STEM,>20,50-99,Pvt Ltd,2,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0
1892,103,0.92,2,33,1.0,0.9,0,Male,Has relevent experience,no_enrollment,Masters,STEM,<5,no info,no info,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
17173,28,0.939,>20,106,0.0,0.9,80,Male,No relevent experience,no_enrollment,Phd,STEM,>20,500-999,NGO,>4,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0
10464,103,0.92,15,10,0.0,0.9,0,Male,No relevent experience,Full time course,Masters,STEM,11-15,10/49,Pvt Ltd,1,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
26050,103,0.92,>20,129,0.0,0.9,120,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,no info,no info,>4,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,1
31946,11,0.55,11,51,0.0,0.6,40,Female,Has relevent experience,no_enrollment,Masters,STEM,11-15,100-500,Pvt Ltd,never,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,1,1,0,0,0
4719,80,0.847,5,67,0.0,0.8,40,no info,Has relevent experience,no_enrollment,Graduate,STEM,5-10,<10,Pvt Ltd,1,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
9311,16,0.91,>20,99,0.0,0.9,80,no info,Has relevent experience,no_enrollment,Graduate,STEM,>20,<10,Pvt Ltd,>4,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,1,0,0
29146,142,0.727,1,23,0.0,0.7,0,Male,Has relevent experience,Full time course,High School,no info,<5,50-99,Funded Startup,never,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0
8992,103,0.92,>20,151,0.0,0.9,120,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,50-99,Funded Startup,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0
4028,103,0.92,>20,84,0.0,0.9,80,Male,Has relevent experience,no_enrollment,Masters,Humanities,>20,no info,no info,2,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1
28071,103,0.92,>20,242,0.0,0.9,240,no info,Has relevent experience,no_enrollment,Graduate,STEM,>20,10000+,NGO,2,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0
31205,103,0.92,6,220,0.0,0.9,200,Male,Has relevent experience,no_enrollment,Graduate,STEM,5-10,10000+,Pvt Ltd,2,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
32247,103,0.92,>20,31,0.0,0.9,0,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,10/49,Pvt Ltd,never,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,1,1,1,0,0
21073,16,0.91,13,62,0.0,0.9,40,no info,No relevent experience,no_enrollment,Masters,Humanities,11-15,no info,no info,never,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,1
7449,67,0.855,6,12,0.0,0.9,0,Male,Has relevent experience,no_enrollment,Graduate,STEM,5-10,10/49,Pvt Ltd,3,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0
17120,115,0.789,9,6,1.0,0.8,0,no info,Has relevent experience,Full time course,Masters,STEM,5-10,10/49,Pvt Ltd,4,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
15993,21,0.624,15,22,0.0,0.6,0,no info,Has relevent experience,no_enrollment,Graduate,STEM,11-15,100-500,Pvt Ltd,4,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,1,1,0,0
30692,162,0.767,4,13,1.0,0.8,0,Male,No relevent experience,Full time course,Graduate,STEM,<5,no info,no info,1,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1
22158,103,0.92,3,25,0.0,0.9,0,no info,No relevent experience,Full time course,Graduate,STEM,<5,10000+,no info,1,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0
23190,103,0.92,7,168,0.0,0.9,160,no info,Has relevent experience,no_enrollment,Masters,STEM,5-10,50-99,Pvt Ltd,2,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
22844,114,0.926,>20,24,0.0,0.9,0,no info,Has relevent experience,no_enrollment,Masters,STEM,>20,100-500,Pvt Ltd,>4,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0
10766,74,0.579,9,2,0.0,0.6,0,no info,Has relevent experience,no_enrollment,Graduate,STEM,5-10,no info,no info,1,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1
13972,136,0.897,19,42,0.0,0.9,40,Male,Has relevent experience,no_enrollment,Masters,STEM,16-20,10/49,Pvt Ltd,>4,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0
10727,21,0.624,18,38,0.0,0.6,0,Female,Has relevent experience,Part time course,Graduate,STEM,16-20,10/49,no info,never,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,1,0,0,1,0,0
26218,103,0.92,10,90,1.0,0.9,80,Male,Has relevent experience,Full time course,Graduate,STEM,5-10,1000-4999,Pvt Ltd,2,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
29401,103,0.92,>20,7,0.0,0.9,0,Female,Has relevent experience,no_enrollment,Graduate,STEM,>20,<10,Pvt Ltd,1,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0
31328,21,0.624,7,40,1.0,0.6,40,no info,Has relevent experience,no_enrollment,Graduate,STEM,5-10,10000+,Public Sector,1,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0
15595,16,0.91,14,156,0.0,0.9,120,Male,Has relevent experience,no_enrollment,Graduate,STEM,11-15,100-500,Pvt Ltd,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
29085,103,0.92,17,41,1.0,0.9,40,Male,Has relevent experience,no_enrollment,Graduate,STEM,16-20,50-99,Pvt Ltd,>4,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0
15738,103,0.92,3,194,0.0,0.9,160,Male,Has relevent experience,no_enrollment,Graduate,STEM,<5,50-99,Pvt Ltd,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0
8149,67,0.855,12,95,0.0,0.9,80,Male,Has relevent experience,no_enrollment,Graduate,STEM,11-15,no info,no info,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1
13210,103,0.92,2,72,0.0,0.9,40,Female,No relevent experience,no_enrollment,Masters,Humanities,<5,1000-4999,Public Sector,2,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0
